,lane,top1,top_dist1,top2,top_dist2,top3,top_dist3,jg1,jg_dist1,jg2,jg_dist2,jg3,jg_dist3,mid1,mid_dist1,mid2,mid_dist2,mid3,mid_dist3,bot1,bot_dist1,bot2,bot_dist2,bot3,bot_dist3,sup1,sup_dist1,sup2,sup_dist2,sup3,sup_dist3
Karma,sup,Teemo,0.05594560397938201,Malphite,0.059810000263487595,Kayle,0.08659176810333309,Poppy,0.08017649430585332,LeeSin,0.08414439643101226,Diana,0.10599324247079635,Ahri,0.06031930581633406,Galio,0.06398165853587695,Orianna,0.06892542782199194,Ezreal,0.0348093257417712,Ashe,0.03631779264136427,MissFortune,0.04401188208214652,Morgana,0.05307741156673538,Lulu,0.055352601011493995,Leona,0.09327476678585063
Karthus,jg,Heimerdinger,0.11810478082709765,Gangplank,0.13342272713445974,Malphite,0.1386932943809768,LeeSin,0.07900458339870961,Graves,0.11877585970465167,Shaco,0.17645845152562228,Veigar,0.09402982775868758,Yasuo,0.0943666321481253,TwistedFate,0.10251539474712364,Ezreal,0.04238429826392106,Caitlyn,0.07864320920529906,Lucian,0.08573649448879811,Thresh,0.08310472450409657,Xerath,0.10165344668448063,Blitzcrank,0.10377454493407917
Kassadin,mid,Jax,0.04836283440700684,Akali,0.050125145613111786,Kayle,0.07113409765023125,LeeSin,0.043863295974681735,Ekko,0.048272503559674364,Graves,0.04858095785078913,TwistedFate,0.0646252511604929,Zed,0.06603877518836493,Yasuo,0.07276449354658984,Ezreal,0.030098773846130113,Lucian,0.03257292734680629,Vayne,0.04040419030719639,Xerath,0.039391969765312805,Pantheon,0.05638739318982651,Lux,0.05839434508330697
Katarina,mid,Akali,0.0035026700663263726,Irelia,0.004217328634177858,Riven,0.007238395021233543,LeeSin,0.005074891227777235,MasterYi,0.0068295383419460605,Ekko,0.007110678394811086,Yasuo,0.003506480206407977,Zed,0.005631380545702734,Leblanc,0.019871800975817,Vayne,0.004363789631673938,Ezreal,0.0048312195581259225,Kaisa,0.006227206055063093,Lux,0.004334587889739038,Pyke,0.005538128661256085,Thresh,0.00615915333329809
Kayle,top,Irelia,0.09688074947365535,Garen,0.11195492680265128,Teemo,0.11243104992557908,MasterYi,0.051786107591760444,Graves,0.05595297371063624,Kayn,0.09454856965570896,Yasuo,0.0692621786892098,Sylas,0.08423970820500376,Yone,0.08492913497586559,Vayne,0.04633909420788765,Kaisa,0.0481112915659198,Ezreal,0.049120563559498544,Senna,0.040314817661975144,Lux,0.04977548091367838,Pantheon,0.06852445282831379
Kayn,jg,Akali,0.00862193553299342,Jax,0.009560072842158429,Sett,0.009616032800589397,MasterYi,0.009054486372945526,LeeSin,0.010662113172759531,Ekko,0.01160722877244702,Yasuo,0.003201784223668512,Zed,0.005741835740918824,Sylas,0.007878925397603327,Ezreal,0.004347765073528357,Jhin,0.004939946428884063,Kaisa,0.008451894194471059,Pyke,0.004462895280982724,Pantheon,0.0077699980255741645,Thresh,0.007837797554717035
Kennen,top,Rumble,0.1995652840760604,Quinn,0.21992358234269174,Gnar,0.2919919685535112,LeeSin,0.09380771572544352,Diana,0.15795096764544173,MonkeyKing,0.19278067960037942,Sylas,0.12791774606051706,Yasuo,0.132655368671345,Vladimir,0.14733241975744432,Ezreal,0.05432022945464285,Jhin,0.09474779372291409,Lucian,0.11867227241554415,Blitzcrank,0.13538772513563643,Alistar,0.18411753534243033,Zilean,0.18952078531945799
Khazix,jg,Rengar,0.014523065361604184,Jax,0.01753758835046331,Akali,0.029207538414881915,Kayn,0.016256638098585498,LeeSin,0.018656390252712082,MasterYi,0.027546621725091487,Yasuo,0.00969902031707286,Zed,0.013680184977545232,Sylas,0.02193767093805028,Ezreal,0.011297671548559677,Lucian,0.014573358515567708,Vayne,0.017231155278127235,Pyke,0.018367354717510734,Thresh,0.018847446288896567,Morgana,0.02140690555851853
Kindred,jg,Akali,0.05016746315570687,Camille,0.05826122298054043,Kayle,0.07252684533477011,LeeSin,0.0712176035774406,Graves,0.07325265866702635,Kayn,0.08337152629515397,Yasuo,0.042417488707771206,Sylas,0.05066226322552887,Katarina,0.07233041666781218,Ezreal,0.030981940014581568,Vayne,0.04239420616018248,Kaisa,0.05197122852210001,Pantheon,0.0455569509251024,Senna,0.04556924541589349,Pyke,0.055898955148649634
Kled,top,Camille,0.11676799091496556,Urgot,0.11921348565073168,Sett,0.1272431516945688,Kayn,0.05366639487949378,Ekko,0.06564846055765604,LeeSin,0.07187994669588359,Yasuo,0.045308239626866344,Sylas,0.051906101586821435,Vladimir,0.061443604578971724,Jhin,0.04219245052046282,Ezreal,0.043615008344369134,Lucian,0.06787180383752033,Pyke,0.03940697356313748,Pantheon,0.05492834003383861,Blitzcrank,0.06150419957885912
KogMaw,bot,Garen,0.1836516081377114,Rengar,0.18625248867857788,Kayle,0.18891743022230134,MasterYi,0.08557208295573501,Shaco,0.1767922488164086,LeeSin,0.230491930287963,Ryze,0.1049577596988128,Veigar,0.1346008060858081,Yasuo,0.15351160790551505,Twitch,0.11621429014060557,Ezreal,0.1244338100104929,Vayne,0.14737556471301091,Blitzcrank,0.10464953224569913,Senna,0.13722209906022165,Brand,0.1556523494371635
Leblanc,mid,Akali,0.010654006753653834,Irelia,0.011205081161417508,Jayce,0.02691912660779896,LeeSin,0.009404977421342942,Ekko,0.016697549331029193,Nidalee,0.02788598386552321,Zed,0.0231652972952387,Yasuo,0.025186148137772185,Syndra,0.03794580895099185,Ezreal,0.008296613388610185,Lucian,0.01217538757279687,Vayne,0.01807155567970082,Thresh,0.017468938138027083,Lux,0.017627657954967412,Blitzcrank,0.019398425641932383
LeeSin,jg,Gragas,0.003153524481321108,Irelia,0.003240030417771194,Riven,0.00369637042889022,Graves,0.0025292299470086642,Nidalee,0.0034188002577244633,Khazix,0.0055523322752166065,Yasuo,0.0014268076158483465,Zed,0.0017938114432496709,Sylas,0.0032640679745856304,Ezreal,0.0012325830693167017,Lucian,0.001952614962161086,Vayne,0.0020221014340757394,Thresh,0.001568543553501176,Blitzcrank,0.0023228373015438857,Pyke,0.003891761145435924
Leona,sup,Malphite,0.01990306373030476,Teemo,0.034796463678094684,Garen,0.03534652980693119,MasterYi,0.03259721092745784,LeeSin,0.035166547589517844,Warwick,0.042694681559796346,Veigar,0.02565090312267812,Galio,0.026649575322899733,Yasuo,0.03165748995675218,Ezreal,0.016822080921523996,MissFortune,0.02118395335049367,Caitlyn,0.021447462954638466,Nautilus,0.025051644107816334,Blitzcrank,0.032275878824390286,Thresh,0.03754361111892426
Lillia,jg,Mordekaiser,0.11107670193548927,Rumble,0.15308772085790137,Irelia,0.17962563556531944,Graves,0.14170466414939073,LeeSin,0.14186092871567788,Poppy,0.18050394408643988,Sylas,0.1054762144259396,Yone,0.1189115367222856,Yasuo,0.1350538681211852,Ezreal,0.06647804703750831,MissFortune,0.11511871213429509,Jhin,0.11728780134533816,Pantheon,0.09457297016452258,Senna,0.09506375149971244,Lux,0.10337218980021459
Lissandra,mid,Malphite,0.08767649821975057,Irelia,0.10416143486217126,Camille,0.1907083585005917,LeeSin,0.1003844662836761,Diana,0.13313460967781204,Ekko,0.1359896732934634,Orianna,0.10434967947954749,Viktor,0.1378770340826139,Ahri,0.14616029204039468,Ezreal,0.06579028560673396,Lucian,0.10514512467538102,Ziggs,0.11569635328475021,Lux,0.10175825275314927,Thresh,0.10350783253898346,Lulu,0.11384453476857667
Lucian,bot,Akali,0.015791809167993772,Irelia,0.015962553280518866,Fiora,0.019548408817670438,LeeSin,0.006884931616898339,Graves,0.00941126645146845,Ekko,0.02095579973835505,Yasuo,0.007997688649548147,Zed,0.012494420344230601,Sylas,0.02086436896814658,Ezreal,0.007435983913646633,Kaisa,0.011713907740283525,Vayne,0.01395632493492872,Thresh,0.009968390752600965,Senna,0.011213710565968923,Blitzcrank,0.016189069422378754
Lulu,sup,Teemo,0.012783849217655779,Malphite,0.0212463238387264,Akali,0.02973072288344517,LeeSin,0.02349696813728508,Nidalee,0.02467637098328404,Evelynn,0.02976241259029636,Ahri,0.011298715918223104,Annie,0.019192224917769878,Veigar,0.021809496974671636,MissFortune,0.011288984093029792,Ashe,0.014816571398022688,Ezreal,0.015274397139198972,Nami,0.01610571977052827,Yuumi,0.019112894686847955,Lux,0.021260885250876906
Lux,sup,Teemo,0.0039902180476355485,Akali,0.00480974476497027,Irelia,0.006274421278736561,Evelynn,0.005933656413605856,Diana,0.007575593447991361,MasterYi,0.007635835661024894,Ahri,0.002682891288145254,Neeko,0.004539722699567817,Veigar,0.0056107219481267975,MissFortune,0.0034570842965380147,Caitlyn,0.004229987977247451,Ashe,0.004331294534478594,Morgana,0.005103692403105753,Soraka,0.008828078304852162,Nami,0.012511343211658078
Malphite,top,Garen,0.040252209733607235,Teemo,0.0927402164418333,Nasus,0.1103232453045614,MasterYi,0.03891644484666062,LeeSin,0.05207194162968605,Warwick,0.07078548527074345,Veigar,0.034829607043218476,Yasuo,0.03616679742496343,Galio,0.04716462022389957,Ezreal,0.025163660946347154,MissFortune,0.03488095335549668,Vayne,0.049212601043787524,Blitzcrank,0.02929794277691119,Lux,0.04577694263638111,Leona,0.05555618717244622
Malzahar,mid,Teemo,0.04699928850469256,Garen,0.05782877439157087,Chogath,0.07767029628589307,MasterYi,0.05639346056759625,Karthus,0.06778223208801586,Fiddlesticks,0.06878019442572178,Veigar,0.05131435706147681,Yasuo,0.08484860882955692,Galio,0.09783145664439348,Ezreal,0.04053768904407566,MissFortune,0.04879147991286935,Jhin,0.051802418884147876,Lux,0.04008408827819373,Morgana,0.05941784870584978,Xerath,0.08493976556142076
Maokai,sup,Malphite,0.06514246206801504,Garen,0.13149003330235995,Chogath,0.13329719834076165,LeeSin,0.07712927191493482,Warwick,0.11250146823165552,Poppy,0.15198091767296476,Galio,0.05400776901912323,Yasuo,0.0787036362858381,Sylas,0.08697291552728205,Ezreal,0.03799835668164438,Ashe,0.05972710880240767,MissFortune,0.08014571651409866,Pantheon,0.13271262381200086,Lulu,0.13300536513213196,Leona,0.13604547503469214
MasterYi,jg,Jax,0.006250669849992012,Darius,0.011607735921514815,Garen,0.011829287981380303,Kayn,0.008616138922430303,LeeSin,0.01061853879178841,Warwick,0.01571178936356913,Yasuo,0.0037642079116842887,Zed,0.006807766964886781,Veigar,0.011132821543346409,Vayne,0.007576078049820503,Ezreal,0.007604016682836727,Jhin,0.008374285608864085,Blitzcrank,0.007896929577968687,Pyke,0.008354031128396378,Lux,0.010584830057346372
MissFortune,bot,Teemo,0.014145850213579904,Garen,0.017982705779881186,Malphite,0.020089824989900987,MasterYi,0.01418626254057559,Warwick,0.02619117103672408,Diana,0.026968387316752915,Veigar,0.012877049234732403,Ahri,0.014107770992352343,Yasuo,0.01617999102233799,Ashe,0.01668779415341031,Caitlyn,0.017539359855305574,Jhin,0.019809123789406184,Lux,0.008170986024237385,Morgana,0.015086549707133709,Blitzcrank,0.021179779257563328
MonkeyKing,jg,Jax,0.03878827073066478,Malphite,0.047872883033824774,Akali,0.05801570152544939,LeeSin,0.041397675722966626,MasterYi,0.0909817058076104,Diana,0.09336122855891646,Yasuo,0.027689698557744936,Sylas,0.04555102407743916,Vladimir,0.05512012588542269,Ezreal,0.02413061593547795,Vayne,0.04072562017716543,Lucian,0.04274815371141861,Lux,0.04303093330265952,Blitzcrank,0.04381177054412157,Pantheon,0.044705351327766145
Mordekaiser,top,Sett,0.05752383717077324,Darius,0.059826683403948575,Garen,0.06782345922258724,Kayn,0.026321040087465948,MasterYi,0.04053953738364771,Viego,0.05874274667453646,Yasuo,0.02316067348861337,Yone,0.025740938439895042,Veigar,0.02917638667516939,Jhin,0.02315661217697975,Ezreal,0.025652427840377818,Ashe,0.02687346405506573,Pyke,0.026408455009715583,Pantheon,0.032502977609301424,Lux,0.04166548816500692
Morgana,sup,Teemo,0.014993180962008756,Malphite,0.021450669088112155,Garen,0.027171034184757355,MasterYi,0.022047882015465467,Warwick,0.02672253495348188,Fiddlesticks,0.032075081799849366,Veigar,0.01287755624490619,Ahri,0.014581596046213985,Neeko,0.022880870181702404,Ashe,0.010246673948527296,MissFortune,0.01469689801639618,Ezreal,0.016396407079038507,Lux,0.013495010548628561,Leona,0.03752948240885675,Thresh,0.0381835415491426
Nami,sup,Teemo,0.013537507352171619,Kayle,0.02855325527504095,Malphite,0.03064707047908213,Evelynn,0.029875679976289853,Nidalee,0.0343118706123185,LeeSin,0.03774560225293549,Ahri,0.011304092659026845,Neeko,0.019263797315045374,Veigar,0.023257341046180734,MissFortune,0.013359780750187742,Caitlyn,0.01802577630907489,Ashe,0.02011988462356033,Lulu,0.019122588350027055,Soraka,0.019254493738955717,Lux,0.025902317886213645
Nasus,top,Garen,0.03882816161545403,Darius,0.04970928165890161,Jax,0.06535157570652637,MasterYi,0.036242016481631834,Kayn,0.045076706573958826,Warwick,0.0462719419586917,Veigar,0.023624558002472415,Yasuo,0.029568443034958786,Galio,0.07368014215508031,Jhin,0.02832619348580382,Ezreal,0.03876575134395703,Ashe,0.04311378155377811,Lux,0.03631800030518548,Blitzcrank,0.042836630857733995,Pyke,0.04481603170408752
Nautilus,sup,Malphite,0.025790384711011572,Garen,0.03405059187667247,Sett,0.05169628585334399,LeeSin,0.049823134147555466,JarvanIV,0.05168308346291323,MasterYi,0.06331679523032661,Veigar,0.025219790446024327,Galio,0.026665904160179055,Annie,0.04171593333859407,Ezreal,0.02313110598446356,MissFortune,0.02791820531906147,Ashe,0.030850849806177406,Leona,0.03232731878486502,Thresh,0.0411283340608477,Blitzcrank,0.0455536572727732
Neeko,mid,Teemo,0.05568458364454895,Akali,0.0559201189053739,Malphite,0.06442709502352247,Lillia,0.051315520514326946,Diana,0.05463651667947537,Ekko,0.05611670741242486,Ahri,0.029439204974735615,Zoe,0.07456882234562294,Annie,0.11703076688166655,Ezreal,0.028260795550929023,MissFortune,0.04196546357051895,Caitlyn,0.0494719883777586,Lux,0.026822502105600277,Morgana,0.056615967503041174,Senna,0.06449524415809414
Nidalee,jg,Gragas,0.03212057224676093,Irelia,0.03319499440735469,Akali,0.03515423342576646,LeeSin,0.013121939469783123,Graves,0.0209943165772233,Elise,0.07582127297682752,Yasuo,0.021105935674209937,Sylas,0.02677466966753853,Zed,0.034886365561775434,Ezreal,0.011615301882798449,Lucian,0.018986303616846487,Vayne,0.022889006432092518,Thresh,0.016506576353116004,Blitzcrank,0.02624581020777178,Morgana,0.03304476682953014
Nocturne,jg,Malphite,0.07240704181459479,Teemo,0.09170620022966883,Jax,0.0926622385837316,LeeSin,0.0922996311298317,MasterYi,0.0984742166438915,Ekko,0.10140075402830177,Yasuo,0.06197652000613548,Sylas,0.07825610652653091,Galio,0.08728238213117595,Ezreal,0.04051042283660775,Ashe,0.05379780727822503,Lucian,0.05577858280146693,Blitzcrank,0.04139501361772594,Pantheon,0.056100005649378414,Thresh,0.0730578636552789
Nunu,jg,Jax,0.036837969048869115,Garen,0.043701299585352925,Malphite,0.04382587825057025,Kayn,0.050021214516185145,Zac,0.055656496273783405,Warwick,0.06220620605348539,Yasuo,0.026965638121224784,Veigar,0.0337777373523841,Sylas,0.049340505430113646,Ezreal,0.020146391938623845,Ashe,0.031371037284623815,Tristana,0.043411322244343846,Blitzcrank,0.03571549278860814,Amumu,0.037398454730381135,Thresh,0.040336714502410255
Olaf,jg,Jax,0.11395242272272231,Volibear,0.15845144448246687,Garen,0.1744365876435372,LeeSin,0.10535643642593023,MasterYi,0.2253276018052241,Ekko,0.2267920494379295,Sylas,0.08575185338435024,Yasuo,0.10303841518463393,Veigar,0.10763473874904986,Ezreal,0.06778892937076729,Lucian,0.09624414634837378,Vayne,0.11688256348887846,Blitzcrank,0.0802471034350171,Pantheon,0.10247570565319944,Amumu,0.10421117266288432
Orianna,mid,Akali,0.07326430828361684,Irelia,0.08566801131044956,Jax,0.1062201780883099,LeeSin,0.04438198219242501,Ekko,0.0719117508695844,Diana,0.08552781066587706,TwistedFate,0.09091140940537408,Syndra,0.10949530365353982,Cassiopeia,0.12372785853005153,Ezreal,0.029448792289867572,Lucian,0.041827367979190705,Vayne,0.05126751254150496,Lux,0.06102861125698999,Thresh,0.06236837037086519,Xerath,0.08382806028924106
Ornn,top,Sett,0.05731839706119047,Akali,0.07217994810585263,Urgot,0.08406175000666638,LeeSin,0.04519929986482086,Kayn,0.05404728529827129,MasterYi,0.05790159162426722,Sylas,0.027917996502050273,Galio,0.034259577104299006,Yasuo,0.03445208494217896,Ezreal,0.022277711894502613,Jhin,0.048121455721379665,Ashe,0.04834390239945861,Thresh,0.03409479185133772,Blitzcrank,0.037166258349142466,Maokai,0.049011287326714
Pantheon,sup,Malphite,0.032037146142604084,Sett,0.0357379420161137,Renekton,0.05128519890922379,LeeSin,0.035271566640071764,MasterYi,0.040174273659511366,Kayn,0.04286858740248453,Sylas,0.030096437531781327,Yone,0.032627220573530236,Yasuo,0.03352452375842712,Ezreal,0.022311442360527775,Ashe,0.02583678077219708,Lucian,0.031767434768013275,Pyke,0.044582259269161914,Blitzcrank,0.045495140945601156,Lux,0.05627299372839928
Poppy,jg,Teemo,0.061124410779916497,Irelia,0.08240563651028963,Fiora,0.08667681423671475,LeeSin,0.06484804568701888,Warwick,0.10231180053059669,Kayn,0.10269791437430698,Yasuo,0.038891213924633086,Sylas,0.05416736341456214,Zoe,0.05858866515094456,Ezreal,0.031134985802950484,Vayne,0.050271561994863656,Tristana,0.05549276589844847,Lux,0.059255673894078056,Blitzcrank,0.06693346239744793,Thresh,0.08403779343914211
Pyke,sup,Sett,0.007467503260959685,Akali,0.008227472907437644,Irelia,0.012587775622009356,Kayn,0.005704963914238227,LeeSin,0.006755277196497179,MasterYi,0.008297885596840407,Yasuo,0.003959054635812312,Sylas,0.008031040836891098,Zed,0.0080849913463866,Ezreal,0.004232571369165362,Jhin,0.005836660567295578,Lucian,0.009253807133499908,Thresh,0.006417326160117746,Blitzcrank,0.008490021324599436,Lux,0.011607814154054158
Qiyana,mid,Akali,0.019898027320961104,Irelia,0.03244599686982812,Fiora,0.05369543828802084,Ekko,0.03490012278041062,LeeSin,0.03655612582303283,Kayn,0.04194276294239386,Yasuo,0.043237052670356386,Sylas,0.055016420523400014,Fizz,0.06417030062789367,Ezreal,0.024807517339200065,Kaisa,0.02893759494909525,Lucian,0.037798621847845014,Lux,0.030175189086757506,Pyke,0.03424255585436883,Senna,0.045062301931461865
Quinn,top,Teemo,0.11645120271485185,Malphite,0.15502547083930004,Garen,0.23449169967593747,MasterYi,0.08221765132965535,Shaco,0.17659117263355803,XinZhao,0.17888040272551559,Yasuo,0.1329219407436725,Zed,0.15478533943721354,Veigar,0.18499074684825184,Ezreal,0.06558831284183018,Vayne,0.10041987089401691,Ashe,0.1054299260355362,Lux,0.11707217005724238,Blitzcrank,0.16144928604370284,Thresh,0.1895871421311578
Rakan,sup,Akali,0.029355276223542788,Shen,0.03199919594147033,TahmKench,0.03320821938236842,LeeSin,0.022081191007667228,Ekko,0.03275392364661503,Kayn,0.033127853854556875,Galio,0.01848613558351628,Yasuo,0.019773352692241748,Ryze,0.03546740509694934,Ezreal,0.01357522981105037,Jhin,0.022383722103491873,Kaisa,0.024920367915059215,Thresh,0.017032569985696952,Pyke,0.029234273904501677,Alistar,0.04657966393560542
Rammus,jg,Malphite,0.07402035939393965,Jax,0.08257180104672553,Garen,0.09144750697206716,MasterYi,0.07534798653638038,LeeSin,0.1275279203316906,Warwick,0.17398485044491807,Yasuo,0.06529444115367468,Veigar,0.10479904169233535,Galio,0.12017214911796062,Ezreal,0.06782309195128991,Lucian,0.08777930505901087,Ashe,0.08867082827037055,Amumu,0.08193291733582346,Thresh,0.09078847342455083,Blitzcrank,0.10288095043199369
RekSai,jg,Rengar,0.04866486163934584,Gragas,0.06004040797335578,Jax,0.0659394447028636,LeeSin,0.04087427294911837,Khazix,0.058969038429659136,Elise,0.06505614791461842,Yasuo,0.03258771870984778,Zed,0.04145489899149282,Sylas,0.051916815847909165,Ezreal,0.025078904931529093,Lucian,0.031004456116798487,Vayne,0.03982068464538414,Thresh,0.03450410004001866,Blitzcrank,0.041462204788744954,Pyke,0.05910102079804064
Rell,sup,Akali,0.2336382902026656,Irelia,0.30636329259095085,Sett,0.3156622054542047,Trundle,0.3149832053299285,Kindred,0.3199050430978166,Lillia,0.46228070587019365,Yasuo,0.23587104654990465,Cassiopeia,0.23745553421301716,Sylas,0.3167383988484937,Samira,0.17206909999368053,Jhin,0.23582039584255493,Vayne,0.2383733367076829,Senna,0.2871496829827929,Leona,0.4385206592121742,Swain,0.449831192937633
Renekton,top,Jax,0.0503264656935437,Darius,0.052687808952157966,Malphite,0.05597735509832868,LeeSin,0.022390898948980418,MasterYi,0.041023340084722235,Kayn,0.04352593834529191,Sylas,0.022435457849415266,Yasuo,0.023861734869269145,Zed,0.03306184890102541,Ezreal,0.014236827506984639,Lucian,0.020185218587615857,Vayne,0.03941207399813962,Thresh,0.03094249571287809,Blitzcrank,0.03142804960030766,Pantheon,0.03394109864278549
Rengar,top,Riven,0.017267096805835186,Jax,0.02533717611882564,Camille,0.028071724576612098,LeeSin,0.008554270666834635,Khazix,0.01077059239610541,Kayn,0.015771299467362013,Yasuo,0.00666447674890246,Zed,0.007750177654042408,Katarina,0.02045120009358969,Ezreal,0.008957366874010157,Vayne,0.010201448934111776,Lucian,0.012169343232937628,Thresh,0.010429326427884541,Pyke,0.013387740259091249,Blitzcrank,0.014209071697752632
Riven,top,Irelia,0.009294443824658058,Akali,0.014571671756496507,Fiora,0.014819190115506971,LeeSin,0.004963153071489426,Kayn,0.01153666867693706,Ekko,0.012845251835898332,Yasuo,0.0038006431752305465,Zed,0.0062957672390904235,Katarina,0.010991312498937604,Vayne,0.005012046705828032,Ezreal,0.006570612363183187,Lucian,0.007735062468024684,Thresh,0.00740038909605008,Blitzcrank,0.009611923345404838,Lux,0.010118707308701591
Rumble,top,Jayce,0.1686269462186194,Fiora,0.17424948533084722,Shen,0.21493004647704958,LeeSin,0.05471232884199313,Graves,0.07768705104469553,Ekko,0.10217683715763864,Viktor,0.06703714006870984,Ryze,0.11262780305362986,Orianna,0.1282444635418194,Ezreal,0.038935826311404444,Lucian,0.0627610805382781,Caitlyn,0.067570618950383,Pantheon,0.085133969226374,Maokai,0.08516556263801352,Blitzcrank,0.08724093320479841
Ryze,mid,Akali,0.04025072656041637,Irelia,0.051311317264171756,Aatrox,0.07001646382685325,LeeSin,0.028441598566895963,Ekko,0.0508047674541403,MasterYi,0.05288235752270109,Yasuo,0.04068172275277805,Vladimir,0.06855131084562296,Viktor,0.08069005982822901,Ezreal,0.01939935928963368,Lucian,0.03548932254609378,Kaisa,0.04184040779999345,Thresh,0.03890343948845372,Blitzcrank,0.053678163686215745,Lux,0.06294508693975051
Samira,bot,Akali,0.025987878295196543,Irelia,0.027273029806830506,Sett,0.046597861070086156,LeeSin,0.026980860873466097,Kayn,0.04079279508172864,MasterYi,0.04764116380959851,Yasuo,0.01695138883362665,Yone,0.03226857296991914,Sylas,0.03637624734252325,Ezreal,0.022804690115068173,Kaisa,0.02873996614959174,Jhin,0.04654550530729465,Senna,0.02920481664630927,Lux,0.03153899599890545,Pyke,0.031733607000401357
